 Datos de la estación - Meteo Navarra"Estación de ArtikutzaAltitud 313 m.Datos desde el 01/01/1999hasta el 01/01/2000 en horario solar01/01/1999 01/01/2000 
"16/09/1999","4.7",
"17/09/1999","0.0",
"18/09/1999","0.0",
"19/09/1999","0.5",
"20/09/1999","0.0",
"21/09/1999","0.5",
"22/09/1999","0.4",
"23/09/1999","0.0",
"24/09/1999","13.8",
"25/09/1999","2.8",
"26/09/1999","0.0",
"27/09/1999","0.1",
"28/09/1999","0.0",
"29/09/1999","10.9",
"30/09/1999","12.0",
"01/10/1999","0.0",
"02/10/1999","9.3",
"03/10/1999","16.6",
"04/10/1999","7.0",
"05/10/1999","0.0",
"06/10/1999","0.0",
"07/10/1999","0.0",
"08/10/1999","0.0",
"09/10/1999","0.0",
"10/10/1999","0.0",
"11/10/1999","0.0",
"12/10/1999","3.6",
"13/10/1999","6.4",
"14/10/1999","0.0",
"15/10/1999","0.0",
"16/10/1999","0.4",
"17/10/1999","7.0",
"18/10/1999","0.2",
"19/10/1999","3.9",
"20/10/1999","2.2",
"21/10/1999","0.3",
"22/10/1999","4.5",
"23/10/1999","0.2",
"24/10/1999","0.0",
"25/10/1999","0.0",
"26/10/1999","0.5",
"27/10/1999","0.0",
"28/10/1999","0.0",
"29/10/1999","0.0",
"30/10/1999","2.1",
"31/10/1999","0.0",
"01/11/1999","0.1",
"02/11/1999","48.0",
"03/11/1999","0.0",
"04/11/1999","0.0",
"05/11/1999","8.3",
"06/11/1999","25.6",
"07/11/1999","0.0",
"08/11/1999","0.0",
"09/11/1999","0.0",
"10/11/1999","0.0",
"11/11/1999","0.0",
"12/11/1999","11.6",
"13/11/1999","13.0",
"14/11/1999","43.0",
"15/11/1999","1.4",
"16/11/1999","16.3",
"17/11/1999","31.2",
"18/11/1999","65.4",
"19/11/1999","15.5",
"20/11/1999","3.6",
"21/11/1999","0.8",
"22/11/1999","0.3",
"23/11/1999","1.6",
"24/11/1999","0.0",
"25/11/1999","0.0",
"26/11/1999","0.0",
"27/11/1999","0.0",
"28/11/1999","0.0",
"29/11/1999","0.0",
"30/11/1999","0.0",
"01/12/1999","0.0",
"02/12/1999","0.0",
"03/12/1999","0.0",
"04/12/1999","24.5",
"05/12/1999","1.6",
"06/12/1999","0.0",
"07/12/1999","0.0",
"08/12/1999","0.0",
"09/12/1999","21.2",
"10/12/1999","27.7",
"11/12/1999","0.7",
"12/12/1999","20.0",
"13/12/1999","2.0",
"14/12/1999","56.6",
"15/12/1999","21.4",
"16/12/1999","0.6",
"17/12/1999","16.3",
"18/12/1999","1.6",
"19/12/1999","36.4",
"20/12/1999","0.0",
"21/12/1999","0.0",
"22/12/1999","0.0",
"23/12/1999","0.6",
"24/12/1999","0.0",
"25/12/1999","3.4",
"26/12/1999","17.4",
"27/12/1999","17.2",
"28/12/1999","54.0",
"29/12/1999","0.0",
"30/12/1999","0.0",
"31/12/1999","2.5",
"", 
